organisatie;org_afk;soort;onderwerp;datum;jaar_mndnr;maand_nr;jaar_wknr;week_nr;aantal
Het Rijk;Rijk;Rijk;Aantal zieken;2018-02-05;2018;2;2018;6;11352
Het Rijk;Rijk;Rijk;Aantal zieken;2018-02-06;2018;2;2018;6;11719
Het Rijk;Rijk;Rijk;Aantal zieken;2018-02-07;2018;2;2018;6;11699
Het Rijk;Rijk;Rijk;Aantal zieken;2018-02-08;2018;2;2018;6;11789
Het Rijk;Rijk;Rijk;Aantal zieken;2018-02-09;2018;2;2018;6;11559
Het Rijk;Rijk;Rijk;Aantal zieken;2018-02-10;2018;2;2018;6;10168
Het Rijk;Rijk;Rijk;Aantal zieken;2018-02-11;2018;2;2018;6;10149
Het Rijk;Rijk;Rijk;Aantal zieken;2018-02-12;2018;2;2018;7;11502
Het Rijk;Rijk;Rijk;Aantal zieken;2018-02-13;2018;2;2018;7;11723
Het Rijk;Rijk;Rijk;Aantal zieken;2018-02-14;2018;2;2018;7;11705
Het Rijk;Rijk;Rijk;Aantal zieken;2018-02-15;2018;2;2018;7;12001
Het Rijk;Rijk;Rijk;Aantal zieken;2018-02-16;2018;2;2018;7;11715
Het Rijk;Rijk;Rijk;Aantal zieken;2018-02-17;2018;2;2018;7;10211
Het Rijk;Rijk;Rijk;Aantal zieken;2018-02-18;2018;2;2018;7;10210
Het Rijk;Rijk;Rijk;Aantal zieken;2018-02-19;2018;2;2018;8;11744
Het Rijk;Rijk;Rijk;Aantal zieken;2018-02-20;2018;2;2018;8;12243
Het Rijk;Rijk;Rijk;Aantal zieken;2018-02-21;2018;2;2018;8;12268
Het Rijk;Rijk;Rijk;Aantal zieken;2018-02-22;2018;2;2018;8;12221
Het Rijk;Rijk;Rijk;Aantal zieken;2018-02-23;2018;2;2018;8;11878
Het Rijk;Rijk;Rijk;Aantal zieken;2018-02-24;2018;2;2018;8;10297
Het Rijk;Rijk;Rijk;Aantal zieken;2018-02-25;2018;2;2018;8;10287
Het Rijk;Rijk;Rijk;Aantal zieken;2018-02-26;2018;2;2018;9;11457
Het Rijk;Rijk;Rijk;Aantal zieken;2018-02-27;2018;2;2018;9;11714
Het Rijk;Rijk;Rijk;Aantal zieken;2018-02-28;2018;2;2018;9;11767
Het Rijk;Rijk;Rijk;Aantal zieken;2018-03-01;2018;3;2018;9;11756
Het Rijk;Rijk;Rijk;Aantal zieken;2018-03-02;2018;3;2018;9;11443
Het Rijk;Rijk;Rijk;Aantal zieken;2018-03-03;2018;3;2018;9;10027
Het Rijk;Rijk;Rijk;Aantal zieken;2018-03-04;2018;3;2018;9;10030
Het Rijk;Rijk;Rijk;Aantal zieken;2018-03-05;2018;3;2018;10;11371
Het Rijk;Rijk;Rijk;Aantal zieken;2018-03-06;2018;3;2018;10;11550
Het Rijk;Rijk;Rijk;Aantal zieken;2018-03-07;2018;3;2018;10;11528
Het Rijk;Rijk;Rijk;Aantal zieken;2018-03-08;2018;3;2018;10;11578
Het Rijk;Rijk;Rijk;Aantal zieken;2018-03-09;2018;3;2018;10;11239
Het Rijk;Rijk;Rijk;Aantal zieken;2018-03-10;2018;3;2018;10;9916
Het Rijk;Rijk;Rijk;Aantal zieken;2018-03-11;2018;3;2018;10;9902
Het Rijk;Rijk;Rijk;Aantal zieken;2018-03-12;2018;3;2018;11;10826
Het Rijk;Rijk;Rijk;Aantal zieken;2018-03-13;2018;3;2018;11;10991
Het Rijk;Rijk;Rijk;Aantal zieken;2018-03-14;2018;3;2018;11;10919
Het Rijk;Rijk;Rijk;Aantal zieken;2018-03-15;2018;3;2018;11;10845
Het Rijk;Rijk;Rijk;Aantal zieken;2018-03-16;2018;3;2018;11;10612
Het Rijk;Rijk;Rijk;Aantal zieken;2018-03-17;2018;3;2018;11;9497
Het Rijk;Rijk;Rijk;Aantal zieken;2018-03-18;2018;3;2018;11;9496
Het Rijk;Rijk;Rijk;Aantal zieken;2018-03-19;2018;3;2018;12;10367
Het Rijk;Rijk;Rijk;Aantal zieken;2018-03-20;2018;3;2018;12;10589
Het Rijk;Rijk;Rijk;Aantal zieken;2018-03-21;2018;3;2018;12;10527
Het Rijk;Rijk;Rijk;Aantal zieken;2018-03-22;2018;3;2018;12;10596
Het Rijk;Rijk;Rijk;Aantal zieken;2018-03-23;2018;3;2018;12;10314
Het Rijk;Rijk;Rijk;Aantal zieken;2018-03-24;2018;3;2018;12;9290
Het Rijk;Rijk;Rijk;Aantal zieken;2018-03-25;2018;3;2018;12;9275
Het Rijk;Rijk;Rijk;Aantal zieken;2018-03-26;2018;3;2018;13;10035
Het Rijk;Rijk;Rijk;Aantal zieken;2018-03-27;2018;3;2018;13;10163
Het Rijk;Rijk;Rijk;Aantal zieken;2018-03-28;2018;3;2018;13;10108
Het Rijk;Rijk;Rijk;Aantal zieken;2018-03-29;2018;3;2018;13;10016
Het Rijk;Rijk;Rijk;Aantal zieken;2018-03-30;2018;3;2018;13;9706
Het Rijk;Rijk;Rijk;Aantal zieken;2018-03-31;2018;3;2018;13;8883
Het Rijk;Rijk;Rijk;Aantal zieken;2018-04-01;2018;4;2018;13;8802
Het Rijk;Rijk;Rijk;Aantal zieken;2018-04-02;2018;4;2018;14;8785
Het Rijk;Rijk;Rijk;Aantal zieken;2018-04-03;2018;4;2018;14;9416
Het Rijk;Rijk;Rijk;Aantal zieken;2018-04-04;2018;4;2018;14;9590
Het Rijk;Rijk;Rijk;Aantal zieken;2018-04-05;2018;4;2018;14;9713
Het Rijk;Rijk;Rijk;Aantal zieken;2018-04-06;2018;4;2018;14;9474
Het Rijk;Rijk;Rijk;Aantal zieken;2018-04-07;2018;4;2018;14;8621
Het Rijk;Rijk;Rijk;Aantal zieken;2018-04-08;2018;4;2018;14;8620
Het Rijk;Rijk;Rijk;Aantal zieken;2018-04-09;2018;4;2018;15;9253
Het Rijk;Rijk;Rijk;Aantal zieken;2018-04-10;2018;4;2018;15;9421
Het Rijk;Rijk;Rijk;Aantal zieken;2018-04-11;2018;4;2018;15;9384
Het Rijk;Rijk;Rijk;Aantal zieken;2018-04-12;2018;4;2018;15;9435
Het Rijk;Rijk;Rijk;Aantal zieken;2018-04-13;2018;4;2018;15;9279
Het Rijk;Rijk;Rijk;Aantal zieken;2018-04-14;2018;4;2018;15;8572
Het Rijk;Rijk;Rijk;Aantal zieken;2018-04-15;2018;4;2018;15;8572
Het Rijk;Rijk;Rijk;Aantal zieken;2018-04-16;2018;4;2018;16;9143
Het Rijk;Rijk;Rijk;Aantal zieken;2018-04-17;2018;4;2018;16;9201
Het Rijk;Rijk;Rijk;Aantal zieken;2018-04-18;2018;4;2018;16;9173
Het Rijk;Rijk;Rijk;Aantal zieken;2018-04-19;2018;4;2018;16;9171
Het Rijk;Rijk;Rijk;Aantal zieken;2018-04-20;2018;4;2018;16;9031
Het Rijk;Rijk;Rijk;Aantal zieken;2018-04-21;2018;4;2018;16;8433
Het Rijk;Rijk;Rijk;Aantal zieken;2018-04-22;2018;4;2018;16;8434
Het Rijk;Rijk;Rijk;Aantal zieken;2018-04-23;2018;4;2018;17;8903
Het Rijk;Rijk;Rijk;Aantal zieken;2018-04-24;2018;4;2018;17;9053
Het Rijk;Rijk;Rijk;Aantal zieken;2018-04-25;2018;4;2018;17;8996
Het Rijk;Rijk;Rijk;Aantal zieken;2018-04-26;2018;4;2018;17;8974
Het Rijk;Rijk;Rijk;Aantal zieken;2018-04-27;2018;4;2018;17;8544
Het Rijk;Rijk;Rijk;Aantal zieken;2018-04-28;2018;4;2018;17;8308
Het Rijk;Rijk;Rijk;Aantal zieken;2018-04-29;2018;4;2018;17;8299
Het Rijk;Rijk;Rijk;Aantal zieken;2018-04-30;2018;4;2018;18;8785
Het Rijk;Rijk;Rijk;Aantal zieken;2018-05-01;2018;5;2018;18;8827
Het Rijk;Rijk;Rijk;Aantal zieken;2018-05-02;2018;5;2018;18;8751
Het Rijk;Rijk;Rijk;Aantal zieken;2018-05-03;2018;5;2018;18;8697
Het Rijk;Rijk;Rijk;Aantal zieken;2018-05-04;2018;5;2018;18;8571
Het Rijk;Rijk;Rijk;Aantal zieken;2018-05-05;2018;5;2018;18;8046
Het Rijk;Rijk;Rijk;Aantal zieken;2018-05-06;2018;5;2018;18;8033
Het Rijk;Rijk;Rijk;Aantal zieken;2018-05-07;2018;5;2018;19;8338
Het Rijk;Rijk;Rijk;Aantal zieken;2018-05-08;2018;5;2018;19;8388
Het Rijk;Rijk;Rijk;Aantal zieken;2018-05-09;2018;5;2018;19;8325
Het Rijk;Rijk;Rijk;Aantal zieken;2018-05-10;2018;5;2018;19;8135
Het Rijk;Rijk;Rijk;Aantal zieken;2018-05-11;2018;5;2018;19;8124
Het Rijk;Rijk;Rijk;Aantal zieken;2018-05-12;2018;5;2018;19;7828
Het Rijk;Rijk;Rijk;Aantal zieken;2018-05-13;2018;5;2018;19;7830
Het Rijk;Rijk;Rijk;Aantal zieken;2018-05-14;2018;5;2018;20;8459
Het Rijk;Rijk;Rijk;Aantal zieken;2018-05-15;2018;5;2018;20;8627
Het Rijk;Rijk;Rijk;Aantal zieken;2018-05-16;2018;5;2018;20;8599
Het Rijk;Rijk;Rijk;Aantal zieken;2018-05-17;2018;5;2018;20;8683
Het Rijk;Rijk;Rijk;Aantal zieken;2018-05-18;2018;5;2018;20;8534
Het Rijk;Rijk;Rijk;Aantal zieken;2018-05-19;2018;5;2018;20;8147
Het Rijk;Rijk;Rijk;Aantal zieken;2018-05-20;2018;5;2018;20;8134
Het Rijk;Rijk;Rijk;Aantal zieken;2018-05-21;2018;5;2018;21;8127
Het Rijk;Rijk;Rijk;Aantal zieken;2018-05-22;2018;5;2018;21;8548
Het Rijk;Rijk;Rijk;Aantal zieken;2018-05-23;2018;5;2018;21;8629
Het Rijk;Rijk;Rijk;Aantal zieken;2018-05-24;2018;5;2018;21;8662
Het Rijk;Rijk;Rijk;Aantal zieken;2018-05-25;2018;5;2018;21;8591
Het Rijk;Rijk;Rijk;Aantal zieken;2018-05-26;2018;5;2018;21;8107
Het Rijk;Rijk;Rijk;Aantal zieken;2018-05-27;2018;5;2018;21;8108
Het Rijk;Rijk;Rijk;Aantal zieken;2018-05-28;2018;5;2018;22;8568
Het Rijk;Rijk;Rijk;Aantal zieken;2018-05-29;2018;5;2018;22;8725
Het Rijk;Rijk;Rijk;Aantal zieken;2018-05-30;2018;5;2018;22;8704
Het Rijk;Rijk;Rijk;Aantal zieken;2018-05-31;2018;5;2018;22;8730
Het Rijk;Rijk;Rijk;Aantal zieken;2018-06-01;2018;6;2018;22;8500
Het Rijk;Rijk;Rijk;Aantal zieken;2018-06-02;2018;6;2018;22;8016
Het Rijk;Rijk;Rijk;Aantal zieken;2018-06-03;2018;6;2018;22;8025
Het Rijk;Rijk;Rijk;Aantal zieken;2018-06-04;2018;6;2018;23;8485
Het Rijk;Rijk;Rijk;Aantal zieken;2018-06-05;2018;6;2018;23;8672
Het Rijk;Rijk;Rijk;Aantal zieken;2018-06-06;2018;6;2018;23;8634
Het Rijk;Rijk;Rijk;Aantal zieken;2018-06-07;2018;6;2018;23;8645
Het Rijk;Rijk;Rijk;Aantal zieken;2018-06-08;2018;6;2018;23;8590
Het Rijk;Rijk;Rijk;Aantal zieken;2018-06-09;2018;6;2018;23;8094
Het Rijk;Rijk;Rijk;Aantal zieken;2018-06-10;2018;6;2018;23;8096
Het Rijk;Rijk;Rijk;Aantal zieken;2018-06-11;2018;6;2018;24;8634
Het Rijk;Rijk;Rijk;Aantal zieken;2018-06-12;2018;6;2018;24;8818
Het Rijk;Rijk;Rijk;Aantal zieken;2018-06-13;2018;6;2018;24;8815
Het Rijk;Rijk;Rijk;Aantal zieken;2018-06-14;2018;6;2018;24;8861
Het Rijk;Rijk;Rijk;Aantal zieken;2018-06-15;2018;6;2018;24;8695
Het Rijk;Rijk;Rijk;Aantal zieken;2018-06-16;2018;6;2018;24;8164
Het Rijk;Rijk;Rijk;Aantal zieken;2018-06-17;2018;6;2018;24;8157
Het Rijk;Rijk;Rijk;Aantal zieken;2018-06-18;2018;6;2018;25;8859
Het Rijk;Rijk;Rijk;Aantal zieken;2018-06-19;2018;6;2018;25;9011
Het Rijk;Rijk;Rijk;Aantal zieken;2018-06-20;2018;6;2018;25;8976
Het Rijk;Rijk;Rijk;Aantal zieken;2018-06-21;2018;6;2018;25;9058
Het Rijk;Rijk;Rijk;Aantal zieken;2018-06-22;2018;6;2018;25;8987
Het Rijk;Rijk;Rijk;Aantal zieken;2018-06-23;2018;6;2018;25;8407
Het Rijk;Rijk;Rijk;Aantal zieken;2018-06-24;2018;6;2018;25;8404
Het Rijk;Rijk;Rijk;Aantal zieken;2018-06-25;2018;6;2018;26;8996
Het Rijk;Rijk;Rijk;Aantal zieken;2018-06-26;2018;6;2018;26;9106
Het Rijk;Rijk;Rijk;Aantal zieken;2018-06-27;2018;6;2018;26;9026
Het Rijk;Rijk;Rijk;Aantal zieken;2018-06-28;2018;6;2018;26;9027
Het Rijk;Rijk;Rijk;Aantal zieken;2018-06-29;2018;6;2018;26;8881
Het Rijk;Rijk;Rijk;Aantal zieken;2018-06-30;2018;6;2018;26;8336
Het Rijk;Rijk;Rijk;Aantal zieken;2018-07-01;2018;7;2018;26;8269
Het Rijk;Rijk;Rijk;Aantal zieken;2018-07-02;2018;7;2018;27;8762
Het Rijk;Rijk;Rijk;Aantal zieken;2018-07-03;2018;7;2018;27;8864
Het Rijk;Rijk;Rijk;Aantal zieken;2018-07-04;2018;7;2018;27;8821
Het Rijk;Rijk;Rijk;Aantal zieken;2018-07-05;2018;7;2018;27;8859
Het Rijk;Rijk;Rijk;Aantal zieken;2018-07-06;2018;7;2018;27;8750
Het Rijk;Rijk;Rijk;Aantal zieken;2018-07-07;2018;7;2018;27;8234
Het Rijk;Rijk;Rijk;Aantal zieken;2018-07-08;2018;7;2018;27;8228
Het Rijk;Rijk;Rijk;Aantal zieken;2018-07-09;2018;7;2018;28;8720
Het Rijk;Rijk;Rijk;Aantal zieken;2018-07-10;2018;7;2018;28;8872
Het Rijk;Rijk;Rijk;Aantal zieken;2018-07-11;2018;7;2018;28;8839
Het Rijk;Rijk;Rijk;Aantal zieken;2018-07-12;2018;7;2018;28;8847
Het Rijk;Rijk;Rijk;Aantal zieken;2018-07-13;2018;7;2018;28;8707
Het Rijk;Rijk;Rijk;Aantal zieken;2018-07-14;2018;7;2018;28;8201
Het Rijk;Rijk;Rijk;Aantal zieken;2018-07-15;2018;7;2018;28;8199
Het Rijk;Rijk;Rijk;Aantal zieken;2018-07-16;2018;7;2018;29;8551
Het Rijk;Rijk;Rijk;Aantal zieken;2018-07-17;2018;7;2018;29;8601
Het Rijk;Rijk;Rijk;Aantal zieken;2018-07-18;2018;7;2018;29;8571
Het Rijk;Rijk;Rijk;Aantal zieken;2018-07-19;2018;7;2018;29;8592
Het Rijk;Rijk;Rijk;Aantal zieken;2018-07-20;2018;7;2018;29;8487
Het Rijk;Rijk;Rijk;Aantal zieken;2018-07-21;2018;7;2018;29;8070
Het Rijk;Rijk;Rijk;Aantal zieken;2018-07-22;2018;7;2018;29;8068
Het Rijk;Rijk;Rijk;Aantal zieken;2018-07-23;2018;7;2018;30;8341
Het Rijk;Rijk;Rijk;Aantal zieken;2018-07-24;2018;7;2018;30;8373
Het Rijk;Rijk;Rijk;Aantal zieken;2018-07-25;2018;7;2018;30;8412
Het Rijk;Rijk;Rijk;Aantal zieken;2018-07-26;2018;7;2018;30;8395
Het Rijk;Rijk;Rijk;Aantal zieken;2018-07-27;2018;7;2018;30;8319
Het Rijk;Rijk;Rijk;Aantal zieken;2018-07-28;2018;7;2018;30;7930
Het Rijk;Rijk;Rijk;Aantal zieken;2018-07-29;2018;7;2018;30;7934
Het Rijk;Rijk;Rijk;Aantal zieken;2018-07-30;2018;7;2018;31;8297
Het Rijk;Rijk;Rijk;Aantal zieken;2018-07-31;2018;7;2018;31;8372
Het Rijk;Rijk;Rijk;Aantal zieken;2018-08-01;2018;8;2018;31;8273
Het Rijk;Rijk;Rijk;Aantal zieken;2018-08-02;2018;8;2018;31;8218
Het Rijk;Rijk;Rijk;Aantal zieken;2018-08-03;2018;8;2018;31;8153
Het Rijk;Rijk;Rijk;Aantal zieken;2018-08-04;2018;8;2018;31;7798
Het Rijk;Rijk;Rijk;Aantal zieken;2018-08-05;2018;8;2018;31;7804
Het Rijk;Rijk;Rijk;Aantal zieken;2018-08-06;2018;8;2018;32;8126
Het Rijk;Rijk;Rijk;Aantal zieken;2018-08-07;2018;8;2018;32;8228
Het Rijk;Rijk;Rijk;Aantal zieken;2018-08-08;2018;8;2018;32;8218
Het Rijk;Rijk;Rijk;Aantal zieken;2018-08-09;2018;8;2018;32;8248
Het Rijk;Rijk;Rijk;Aantal zieken;2018-08-10;2018;8;2018;32;8200
Het Rijk;Rijk;Rijk;Aantal zieken;2018-08-11;2018;8;2018;32;7840
Het Rijk;Rijk;Rijk;Aantal zieken;2018-08-12;2018;8;2018;32;7833
Het Rijk;Rijk;Rijk;Aantal zieken;2018-08-13;2018;8;2018;33;8223
Het Rijk;Rijk;Rijk;Aantal zieken;2018-08-14;2018;8;2018;33;8290
Het Rijk;Rijk;Rijk;Aantal zieken;2018-08-15;2018;8;2018;33;8288
Het Rijk;Rijk;Rijk;Aantal zieken;2018-08-16;2018;8;2018;33;8301
Het Rijk;Rijk;Rijk;Aantal zieken;2018-08-17;2018;8;2018;33;8237
Het Rijk;Rijk;Rijk;Aantal zieken;2018-08-18;2018;8;2018;33;7828
Het Rijk;Rijk;Rijk;Aantal zieken;2018-08-19;2018;8;2018;33;7835
Het Rijk;Rijk;Rijk;Aantal zieken;2018-08-20;2018;8;2018;34;8305
Het Rijk;Rijk;Rijk;Aantal zieken;2018-08-21;2018;8;2018;34;8461
Het Rijk;Rijk;Rijk;Aantal zieken;2018-08-22;2018;8;2018;34;8471
Het Rijk;Rijk;Rijk;Aantal zieken;2018-08-23;2018;8;2018;34;8483
Het Rijk;Rijk;Rijk;Aantal zieken;2018-08-24;2018;8;2018;34;8380
Het Rijk;Rijk;Rijk;Aantal zieken;2018-08-25;2018;8;2018;34;7935
Het Rijk;Rijk;Rijk;Aantal zieken;2018-08-26;2018;8;2018;34;7929
Het Rijk;Rijk;Rijk;Aantal zieken;2018-08-27;2018;8;2018;35;8496
Het Rijk;Rijk;Rijk;Aantal zieken;2018-08-28;2018;8;2018;35;8621
Het Rijk;Rijk;Rijk;Aantal zieken;2018-08-29;2018;8;2018;35;8635
Het Rijk;Rijk;Rijk;Aantal zieken;2018-08-30;2018;8;2018;35;8686
Het Rijk;Rijk;Rijk;Aantal zieken;2018-08-31;2018;8;2018;35;8580
Het Rijk;Rijk;Rijk;Aantal zieken;2018-09-01;2018;9;2018;35;7944
Het Rijk;Rijk;Rijk;Aantal zieken;2018-09-02;2018;9;2018;35;7941
Het Rijk;Rijk;Rijk;Aantal zieken;2018-09-03;2018;9;2018;36;8517
Het Rijk;Rijk;Rijk;Aantal zieken;2018-09-04;2018;9;2018;36;8745
Het Rijk;Rijk;Rijk;Aantal zieken;2018-09-05;2018;9;2018;36;8754
Het Rijk;Rijk;Rijk;Aantal zieken;2018-09-06;2018;9;2018;36;8798
Het Rijk;Rijk;Rijk;Aantal zieken;2018-09-07;2018;9;2018;36;8693
Het Rijk;Rijk;Rijk;Aantal zieken;2018-09-08;2018;9;2018;36;8111
Het Rijk;Rijk;Rijk;Aantal zieken;2018-09-09;2018;9;2018;36;8110
Het Rijk;Rijk;Rijk;Aantal zieken;2018-09-10;2018;9;2018;37;8800
Het Rijk;Rijk;Rijk;Aantal zieken;2018-09-11;2018;9;2018;37;9036
Het Rijk;Rijk;Rijk;Aantal zieken;2018-09-12;2018;9;2018;37;9041
Het Rijk;Rijk;Rijk;Aantal zieken;2018-09-13;2018;9;2018;37;9104
Het Rijk;Rijk;Rijk;Aantal zieken;2018-09-14;2018;9;2018;37;8964
Het Rijk;Rijk;Rijk;Aantal zieken;2018-09-15;2018;9;2018;37;8369
Het Rijk;Rijk;Rijk;Aantal zieken;2018-09-16;2018;9;2018;37;8371
Het Rijk;Rijk;Rijk;Aantal zieken;2018-09-17;2018;9;2018;38;9117
Het Rijk;Rijk;Rijk;Aantal zieken;2018-09-18;2018;9;2018;38;9241
Het Rijk;Rijk;Rijk;Aantal zieken;2018-09-19;2018;9;2018;38;9207
Het Rijk;Rijk;Rijk;Aantal zieken;2018-09-20;2018;9;2018;38;9345
Het Rijk;Rijk;Rijk;Aantal zieken;2018-09-21;2018;9;2018;38;9273
Het Rijk;Rijk;Rijk;Aantal zieken;2018-09-22;2018;9;2018;38;8591
Het Rijk;Rijk;Rijk;Aantal zieken;2018-09-23;2018;9;2018;38;8577
Het Rijk;Rijk;Rijk;Aantal zieken;2018-09-24;2018;9;2018;39;9353
Het Rijk;Rijk;Rijk;Aantal zieken;2018-09-25;2018;9;2018;39;9606
Het Rijk;Rijk;Rijk;Aantal zieken;2018-09-26;2018;9;2018;39;9569
Het Rijk;Rijk;Rijk;Aantal zieken;2018-09-27;2018;9;2018;39;9577
Het Rijk;Rijk;Rijk;Aantal zieken;2018-09-28;2018;9;2018;39;9405
Het Rijk;Rijk;Rijk;Aantal zieken;2018-09-29;2018;9;2018;39;8622
Het Rijk;Rijk;Rijk;Aantal zieken;2018-09-30;2018;9;2018;39;8606
Het Rijk;Rijk;Rijk;Aantal zieken;2018-10-01;2018;10;2018;40;9382
Het Rijk;Rijk;Rijk;Aantal zieken;2018-10-02;2018;10;2018;40;9642
Het Rijk;Rijk;Rijk;Aantal zieken;2018-10-03;2018;10;2018;40;9659
Het Rijk;Rijk;Rijk;Aantal zieken;2018-10-04;2018;10;2018;40;9682
Het Rijk;Rijk;Rijk;Aantal zieken;2018-10-05;2018;10;2018;40;9513
Het Rijk;Rijk;Rijk;Aantal zieken;2018-10-06;2018;10;2018;40;8697
Het Rijk;Rijk;Rijk;Aantal zieken;2018-10-07;2018;10;2018;40;8698
Het Rijk;Rijk;Rijk;Aantal zieken;2018-10-08;2018;10;2018;41;9494
Het Rijk;Rijk;Rijk;Aantal zieken;2018-10-09;2018;10;2018;41;9740
Het Rijk;Rijk;Rijk;Aantal zieken;2018-10-10;2018;10;2018;41;9696
Het Rijk;Rijk;Rijk;Aantal zieken;2018-10-11;2018;10;2018;41;9722
Het Rijk;Rijk;Rijk;Aantal zieken;2018-10-12;2018;10;2018;41;9587
Het Rijk;Rijk;Rijk;Aantal zieken;2018-10-13;2018;10;2018;41;8785
Het Rijk;Rijk;Rijk;Aantal zieken;2018-10-14;2018;10;2018;41;8777
Het Rijk;Rijk;Rijk;Aantal zieken;2018-10-15;2018;10;2018;42;9411
Het Rijk;Rijk;Rijk;Aantal zieken;2018-10-16;2018;10;2018;42;9585
Het Rijk;Rijk;Rijk;Aantal zieken;2018-10-17;2018;10;2018;42;9549
Het Rijk;Rijk;Rijk;Aantal zieken;2018-10-18;2018;10;2018;42;9585
Het Rijk;Rijk;Rijk;Aantal zieken;2018-10-19;2018;10;2018;42;9430
Het Rijk;Rijk;Rijk;Aantal zieken;2018-10-20;2018;10;2018;42;8729
Het Rijk;Rijk;Rijk;Aantal zieken;2018-10-21;2018;10;2018;42;8728
Het Rijk;Rijk;Rijk;Aantal zieken;2018-10-22;2018;10;2018;43;9360
Het Rijk;Rijk;Rijk;Aantal zieken;2018-10-23;2018;10;2018;43;9544
Het Rijk;Rijk;Rijk;Aantal zieken;2018-10-24;2018;10;2018;43;9587
Het Rijk;Rijk;Rijk;Aantal zieken;2018-10-25;2018;10;2018;43;9666
Het Rijk;Rijk;Rijk;Aantal zieken;2018-10-26;2018;10;2018;43;9532
Het Rijk;Rijk;Rijk;Aantal zieken;2018-10-27;2018;10;2018;43;8788
Het Rijk;Rijk;Rijk;Aantal zieken;2018-10-28;2018;10;2018;43;8784
Het Rijk;Rijk;Rijk;Aantal zieken;2018-10-29;2018;10;2018;44;9535
Het Rijk;Rijk;Rijk;Aantal zieken;2018-10-30;2018;10;2018;44;9853
Het Rijk;Rijk;Rijk;Aantal zieken;2018-10-31;2018;10;2018;44;9842
Het Rijk;Rijk;Rijk;Aantal zieken;2018-11-01;2018;11;2018;44;9709
Het Rijk;Rijk;Rijk;Aantal zieken;2018-11-02;2018;11;2018;44;9516
Het Rijk;Rijk;Rijk;Aantal zieken;2018-11-03;2018;11;2018;44;8741
Het Rijk;Rijk;Rijk;Aantal zieken;2018-11-04;2018;11;2018;44;8723
