organisatie;org_afk;soort;onderwerp;datum;jaar_mndnr;maand_nr;jaar_wknr;week_nr;aantal
Het Rijk;Rijk;Rijk;Aantal ziekmeldingen;2018-01-22;2018;1;2018;4;1774
Het Rijk;Rijk;Rijk;Aantal ziekmeldingen;2018-01-23;2018;1;2018;4;881
Het Rijk;Rijk;Rijk;Aantal ziekmeldingen;2018-01-24;2018;1;2018;4;641
Het Rijk;Rijk;Rijk;Aantal ziekmeldingen;2018-01-25;2018;1;2018;4;767
Het Rijk;Rijk;Rijk;Aantal ziekmeldingen;2018-01-26;2018;1;2018;4;313
Het Rijk;Rijk;Rijk;Aantal ziekmeldingen;2018-01-27;2018;1;2018;4;39
Het Rijk;Rijk;Rijk;Aantal ziekmeldingen;2018-01-28;2018;1;2018;4;30
Het Rijk;Rijk;Rijk;Aantal ziekmeldingen;2018-01-29;2018;1;2018;5;1868
Het Rijk;Rijk;Rijk;Aantal ziekmeldingen;2018-01-30;2018;1;2018;5;1003
Het Rijk;Rijk;Rijk;Aantal ziekmeldingen;2018-01-31;2018;1;2018;5;598
Het Rijk;Rijk;Rijk;Aantal ziekmeldingen;2018-02-01;2018;2;2018;5;874
Het Rijk;Rijk;Rijk;Aantal ziekmeldingen;2018-02-02;2018;2;2018;5;365
Het Rijk;Rijk;Rijk;Aantal ziekmeldingen;2018-02-03;2018;2;2018;5;42
Het Rijk;Rijk;Rijk;Aantal ziekmeldingen;2018-02-04;2018;2;2018;5;29
Het Rijk;Rijk;Rijk;Aantal ziekmeldingen;2018-02-05;2018;2;2018;6;1946
Het Rijk;Rijk;Rijk;Aantal ziekmeldingen;2018-02-06;2018;2;2018;6;1005
Het Rijk;Rijk;Rijk;Aantal ziekmeldingen;2018-02-07;2018;2;2018;6;654
Het Rijk;Rijk;Rijk;Aantal ziekmeldingen;2018-02-08;2018;2;2018;6;819
Het Rijk;Rijk;Rijk;Aantal ziekmeldingen;2018-02-09;2018;2;2018;6;389
Het Rijk;Rijk;Rijk;Aantal ziekmeldingen;2018-02-10;2018;2;2018;6;35
Het Rijk;Rijk;Rijk;Aantal ziekmeldingen;2018-02-11;2018;2;2018;6;23
Het Rijk;Rijk;Rijk;Aantal ziekmeldingen;2018-02-12;2018;2;2018;7;1967
Het Rijk;Rijk;Rijk;Aantal ziekmeldingen;2018-02-13;2018;2;2018;7;907
Het Rijk;Rijk;Rijk;Aantal ziekmeldingen;2018-02-14;2018;2;2018;7;644
Het Rijk;Rijk;Rijk;Aantal ziekmeldingen;2018-02-15;2018;2;2018;7;920
Het Rijk;Rijk;Rijk;Aantal ziekmeldingen;2018-02-16;2018;2;2018;7;381
Het Rijk;Rijk;Rijk;Aantal ziekmeldingen;2018-02-17;2018;2;2018;7;45
Het Rijk;Rijk;Rijk;Aantal ziekmeldingen;2018-02-18;2018;2;2018;7;37
Het Rijk;Rijk;Rijk;Aantal ziekmeldingen;2018-02-19;2018;2;2018;8;2121
Het Rijk;Rijk;Rijk;Aantal ziekmeldingen;2018-02-20;2018;2;2018;8;1162
Het Rijk;Rijk;Rijk;Aantal ziekmeldingen;2018-02-21;2018;2;2018;8;676
Het Rijk;Rijk;Rijk;Aantal ziekmeldingen;2018-02-22;2018;2;2018;8;798
Het Rijk;Rijk;Rijk;Aantal ziekmeldingen;2018-02-23;2018;2;2018;8;354
Het Rijk;Rijk;Rijk;Aantal ziekmeldingen;2018-02-24;2018;2;2018;8;30
Het Rijk;Rijk;Rijk;Aantal ziekmeldingen;2018-02-25;2018;2;2018;8;34
Het Rijk;Rijk;Rijk;Aantal ziekmeldingen;2018-02-26;2018;2;2018;9;1763
Het Rijk;Rijk;Rijk;Aantal ziekmeldingen;2018-02-27;2018;2;2018;9;920
Het Rijk;Rijk;Rijk;Aantal ziekmeldingen;2018-02-28;2018;2;2018;9;628
Het Rijk;Rijk;Rijk;Aantal ziekmeldingen;2018-03-01;2018;3;2018;9;707
Het Rijk;Rijk;Rijk;Aantal ziekmeldingen;2018-03-02;2018;3;2018;9;322
Het Rijk;Rijk;Rijk;Aantal ziekmeldingen;2018-03-03;2018;3;2018;9;39
Het Rijk;Rijk;Rijk;Aantal ziekmeldingen;2018-03-04;2018;3;2018;9;40
Het Rijk;Rijk;Rijk;Aantal ziekmeldingen;2018-03-05;2018;3;2018;10;1924
Het Rijk;Rijk;Rijk;Aantal ziekmeldingen;2018-03-06;2018;3;2018;10;846
Het Rijk;Rijk;Rijk;Aantal ziekmeldingen;2018-03-07;2018;3;2018;10;588
Het Rijk;Rijk;Rijk;Aantal ziekmeldingen;2018-03-08;2018;3;2018;10;722
Het Rijk;Rijk;Rijk;Aantal ziekmeldingen;2018-03-09;2018;3;2018;10;317
Het Rijk;Rijk;Rijk;Aantal ziekmeldingen;2018-03-10;2018;3;2018;10;27
Het Rijk;Rijk;Rijk;Aantal ziekmeldingen;2018-03-11;2018;3;2018;10;27
Het Rijk;Rijk;Rijk;Aantal ziekmeldingen;2018-03-12;2018;3;2018;11;1502
Het Rijk;Rijk;Rijk;Aantal ziekmeldingen;2018-03-13;2018;3;2018;11;784
Het Rijk;Rijk;Rijk;Aantal ziekmeldingen;2018-03-14;2018;3;2018;11;470
Het Rijk;Rijk;Rijk;Aantal ziekmeldingen;2018-03-15;2018;3;2018;11;576
Het Rijk;Rijk;Rijk;Aantal ziekmeldingen;2018-03-16;2018;3;2018;11;267
Het Rijk;Rijk;Rijk;Aantal ziekmeldingen;2018-03-17;2018;3;2018;11;24
Het Rijk;Rijk;Rijk;Aantal ziekmeldingen;2018-03-18;2018;3;2018;11;30
Het Rijk;Rijk;Rijk;Aantal ziekmeldingen;2018-03-19;2018;3;2018;12;1327
Het Rijk;Rijk;Rijk;Aantal ziekmeldingen;2018-03-20;2018;3;2018;12;741
Het Rijk;Rijk;Rijk;Aantal ziekmeldingen;2018-03-21;2018;3;2018;12;442
Het Rijk;Rijk;Rijk;Aantal ziekmeldingen;2018-03-22;2018;3;2018;12;559
Het Rijk;Rijk;Rijk;Aantal ziekmeldingen;2018-03-23;2018;3;2018;12;212
Het Rijk;Rijk;Rijk;Aantal ziekmeldingen;2018-03-24;2018;3;2018;12;23
Het Rijk;Rijk;Rijk;Aantal ziekmeldingen;2018-03-25;2018;3;2018;12;13
Het Rijk;Rijk;Rijk;Aantal ziekmeldingen;2018-03-26;2018;3;2018;13;1216
Het Rijk;Rijk;Rijk;Aantal ziekmeldingen;2018-03-27;2018;3;2018;13;674
Het Rijk;Rijk;Rijk;Aantal ziekmeldingen;2018-03-28;2018;3;2018;13;410
Het Rijk;Rijk;Rijk;Aantal ziekmeldingen;2018-03-29;2018;3;2018;13;429
Het Rijk;Rijk;Rijk;Aantal ziekmeldingen;2018-03-30;2018;3;2018;13;161
Het Rijk;Rijk;Rijk;Aantal ziekmeldingen;2018-03-31;2018;3;2018;13;17
Het Rijk;Rijk;Rijk;Aantal ziekmeldingen;2018-04-01;2018;4;2018;13;22
Het Rijk;Rijk;Rijk;Aantal ziekmeldingen;2018-04-02;2018;4;2018;14;50
Het Rijk;Rijk;Rijk;Aantal ziekmeldingen;2018-04-03;2018;4;2018;14;1169
Het Rijk;Rijk;Rijk;Aantal ziekmeldingen;2018-04-04;2018;4;2018;14;505
Het Rijk;Rijk;Rijk;Aantal ziekmeldingen;2018-04-05;2018;4;2018;14;567
Het Rijk;Rijk;Rijk;Aantal ziekmeldingen;2018-04-06;2018;4;2018;14;205
Het Rijk;Rijk;Rijk;Aantal ziekmeldingen;2018-04-07;2018;4;2018;14;19
Het Rijk;Rijk;Rijk;Aantal ziekmeldingen;2018-04-08;2018;4;2018;14;14
Het Rijk;Rijk;Rijk;Aantal ziekmeldingen;2018-04-09;2018;4;2018;15;994
Het Rijk;Rijk;Rijk;Aantal ziekmeldingen;2018-04-10;2018;4;2018;15;574
Het Rijk;Rijk;Rijk;Aantal ziekmeldingen;2018-04-11;2018;4;2018;15;343
Het Rijk;Rijk;Rijk;Aantal ziekmeldingen;2018-04-12;2018;4;2018;15;421
Het Rijk;Rijk;Rijk;Aantal ziekmeldingen;2018-04-13;2018;4;2018;15;176
Het Rijk;Rijk;Rijk;Aantal ziekmeldingen;2018-04-14;2018;4;2018;15;16
Het Rijk;Rijk;Rijk;Aantal ziekmeldingen;2018-04-15;2018;4;2018;15;23
Het Rijk;Rijk;Rijk;Aantal ziekmeldingen;2018-04-16;2018;4;2018;16;874
Het Rijk;Rijk;Rijk;Aantal ziekmeldingen;2018-04-17;2018;4;2018;16;436
Het Rijk;Rijk;Rijk;Aantal ziekmeldingen;2018-04-18;2018;4;2018;16;295
Het Rijk;Rijk;Rijk;Aantal ziekmeldingen;2018-04-19;2018;4;2018;16;339
Het Rijk;Rijk;Rijk;Aantal ziekmeldingen;2018-04-20;2018;4;2018;16;174
Het Rijk;Rijk;Rijk;Aantal ziekmeldingen;2018-04-21;2018;4;2018;16;14
Het Rijk;Rijk;Rijk;Aantal ziekmeldingen;2018-04-22;2018;4;2018;16;16
Het Rijk;Rijk;Rijk;Aantal ziekmeldingen;2018-04-23;2018;4;2018;17;739
Het Rijk;Rijk;Rijk;Aantal ziekmeldingen;2018-04-24;2018;4;2018;17;421
Het Rijk;Rijk;Rijk;Aantal ziekmeldingen;2018-04-25;2018;4;2018;17;270
Het Rijk;Rijk;Rijk;Aantal ziekmeldingen;2018-04-26;2018;4;2018;17;257
Het Rijk;Rijk;Rijk;Aantal ziekmeldingen;2018-04-27;2018;4;2018;17;20
Het Rijk;Rijk;Rijk;Aantal ziekmeldingen;2018-04-28;2018;4;2018;17;18
Het Rijk;Rijk;Rijk;Aantal ziekmeldingen;2018-04-29;2018;4;2018;17;13
Het Rijk;Rijk;Rijk;Aantal ziekmeldingen;2018-04-30;2018;4;2018;18;703
Het Rijk;Rijk;Rijk;Aantal ziekmeldingen;2018-05-01;2018;5;2018;18;441
Het Rijk;Rijk;Rijk;Aantal ziekmeldingen;2018-05-02;2018;5;2018;18;238
Het Rijk;Rijk;Rijk;Aantal ziekmeldingen;2018-05-03;2018;5;2018;18;261
Het Rijk;Rijk;Rijk;Aantal ziekmeldingen;2018-05-04;2018;5;2018;18;140
Het Rijk;Rijk;Rijk;Aantal ziekmeldingen;2018-05-05;2018;5;2018;18;15
Het Rijk;Rijk;Rijk;Aantal ziekmeldingen;2018-05-06;2018;5;2018;18;14
Het Rijk;Rijk;Rijk;Aantal ziekmeldingen;2018-05-07;2018;5;2018;19;523
Het Rijk;Rijk;Rijk;Aantal ziekmeldingen;2018-05-08;2018;5;2018;19;272
Het Rijk;Rijk;Rijk;Aantal ziekmeldingen;2018-05-09;2018;5;2018;19;178
Het Rijk;Rijk;Rijk;Aantal ziekmeldingen;2018-05-10;2018;5;2018;19;18
Het Rijk;Rijk;Rijk;Aantal ziekmeldingen;2018-05-11;2018;5;2018;19;88
Het Rijk;Rijk;Rijk;Aantal ziekmeldingen;2018-05-12;2018;5;2018;19;17
Het Rijk;Rijk;Rijk;Aantal ziekmeldingen;2018-05-13;2018;5;2018;19;13
Het Rijk;Rijk;Rijk;Aantal ziekmeldingen;2018-05-14;2018;5;2018;20;814
Het Rijk;Rijk;Rijk;Aantal ziekmeldingen;2018-05-15;2018;5;2018;20;412
Het Rijk;Rijk;Rijk;Aantal ziekmeldingen;2018-05-16;2018;5;2018;20;242
Het Rijk;Rijk;Rijk;Aantal ziekmeldingen;2018-05-17;2018;5;2018;20;334
Het Rijk;Rijk;Rijk;Aantal ziekmeldingen;2018-05-18;2018;5;2018;20;155
Het Rijk;Rijk;Rijk;Aantal ziekmeldingen;2018-05-19;2018;5;2018;20;17
Het Rijk;Rijk;Rijk;Aantal ziekmeldingen;2018-05-20;2018;5;2018;20;8
Het Rijk;Rijk;Rijk;Aantal ziekmeldingen;2018-05-21;2018;5;2018;21;47
Het Rijk;Rijk;Rijk;Aantal ziekmeldingen;2018-05-22;2018;5;2018;21;704
Het Rijk;Rijk;Rijk;Aantal ziekmeldingen;2018-05-23;2018;5;2018;21;319
Het Rijk;Rijk;Rijk;Aantal ziekmeldingen;2018-05-24;2018;5;2018;21;304
Het Rijk;Rijk;Rijk;Aantal ziekmeldingen;2018-05-25;2018;5;2018;21;161
Het Rijk;Rijk;Rijk;Aantal ziekmeldingen;2018-05-26;2018;5;2018;21;17
Het Rijk;Rijk;Rijk;Aantal ziekmeldingen;2018-05-27;2018;5;2018;21;15
Het Rijk;Rijk;Rijk;Aantal ziekmeldingen;2018-05-28;2018;5;2018;22;667
Het Rijk;Rijk;Rijk;Aantal ziekmeldingen;2018-05-29;2018;5;2018;22;409
Het Rijk;Rijk;Rijk;Aantal ziekmeldingen;2018-05-30;2018;5;2018;22;249
Het Rijk;Rijk;Rijk;Aantal ziekmeldingen;2018-05-31;2018;5;2018;22;306
Het Rijk;Rijk;Rijk;Aantal ziekmeldingen;2018-06-01;2018;6;2018;22;165
Het Rijk;Rijk;Rijk;Aantal ziekmeldingen;2018-06-02;2018;6;2018;22;12
Het Rijk;Rijk;Rijk;Aantal ziekmeldingen;2018-06-03;2018;6;2018;22;16
Het Rijk;Rijk;Rijk;Aantal ziekmeldingen;2018-06-04;2018;6;2018;23;662
Het Rijk;Rijk;Rijk;Aantal ziekmeldingen;2018-06-05;2018;6;2018;23;456
Het Rijk;Rijk;Rijk;Aantal ziekmeldingen;2018-06-06;2018;6;2018;23;260
Het Rijk;Rijk;Rijk;Aantal ziekmeldingen;2018-06-07;2018;6;2018;23;289
Het Rijk;Rijk;Rijk;Aantal ziekmeldingen;2018-06-08;2018;6;2018;23;169
Het Rijk;Rijk;Rijk;Aantal ziekmeldingen;2018-06-09;2018;6;2018;23;17
Het Rijk;Rijk;Rijk;Aantal ziekmeldingen;2018-06-10;2018;6;2018;23;18
Het Rijk;Rijk;Rijk;Aantal ziekmeldingen;2018-06-11;2018;6;2018;24;753
Het Rijk;Rijk;Rijk;Aantal ziekmeldingen;2018-06-12;2018;6;2018;24;466
Het Rijk;Rijk;Rijk;Aantal ziekmeldingen;2018-06-13;2018;6;2018;24;295
Het Rijk;Rijk;Rijk;Aantal ziekmeldingen;2018-06-14;2018;6;2018;24;339
Het Rijk;Rijk;Rijk;Aantal ziekmeldingen;2018-06-15;2018;6;2018;24;156
Het Rijk;Rijk;Rijk;Aantal ziekmeldingen;2018-06-16;2018;6;2018;24;16
Het Rijk;Rijk;Rijk;Aantal ziekmeldingen;2018-06-17;2018;6;2018;24;12
Het Rijk;Rijk;Rijk;Aantal ziekmeldingen;2018-06-18;2018;6;2018;25;914
Het Rijk;Rijk;Rijk;Aantal ziekmeldingen;2018-06-19;2018;6;2018;25;473
Het Rijk;Rijk;Rijk;Aantal ziekmeldingen;2018-06-20;2018;6;2018;25;295
Het Rijk;Rijk;Rijk;Aantal ziekmeldingen;2018-06-21;2018;6;2018;25;393
Het Rijk;Rijk;Rijk;Aantal ziekmeldingen;2018-06-22;2018;6;2018;25;206
Het Rijk;Rijk;Rijk;Aantal ziekmeldingen;2018-06-23;2018;6;2018;25;14
Het Rijk;Rijk;Rijk;Aantal ziekmeldingen;2018-06-24;2018;6;2018;25;15
Het Rijk;Rijk;Rijk;Aantal ziekmeldingen;2018-06-25;2018;6;2018;26;817
Het Rijk;Rijk;Rijk;Aantal ziekmeldingen;2018-06-26;2018;6;2018;26;446
Het Rijk;Rijk;Rijk;Aantal ziekmeldingen;2018-06-27;2018;6;2018;26;262
Het Rijk;Rijk;Rijk;Aantal ziekmeldingen;2018-06-28;2018;6;2018;26;348
Het Rijk;Rijk;Rijk;Aantal ziekmeldingen;2018-06-29;2018;6;2018;26;153
Het Rijk;Rijk;Rijk;Aantal ziekmeldingen;2018-06-30;2018;6;2018;26;15
Het Rijk;Rijk;Rijk;Aantal ziekmeldingen;2018-07-01;2018;7;2018;26;15
Het Rijk;Rijk;Rijk;Aantal ziekmeldingen;2018-07-02;2018;7;2018;27;731
Het Rijk;Rijk;Rijk;Aantal ziekmeldingen;2018-07-03;2018;7;2018;27;441
Het Rijk;Rijk;Rijk;Aantal ziekmeldingen;2018-07-04;2018;7;2018;27;267
Het Rijk;Rijk;Rijk;Aantal ziekmeldingen;2018-07-05;2018;7;2018;27;343
Het Rijk;Rijk;Rijk;Aantal ziekmeldingen;2018-07-06;2018;7;2018;27;149
Het Rijk;Rijk;Rijk;Aantal ziekmeldingen;2018-07-07;2018;7;2018;27;16
Het Rijk;Rijk;Rijk;Aantal ziekmeldingen;2018-07-08;2018;7;2018;27;14
Het Rijk;Rijk;Rijk;Aantal ziekmeldingen;2018-07-09;2018;7;2018;28;704
Het Rijk;Rijk;Rijk;Aantal ziekmeldingen;2018-07-10;2018;7;2018;28;453
Het Rijk;Rijk;Rijk;Aantal ziekmeldingen;2018-07-11;2018;7;2018;28;275
Het Rijk;Rijk;Rijk;Aantal ziekmeldingen;2018-07-12;2018;7;2018;28;316
Het Rijk;Rijk;Rijk;Aantal ziekmeldingen;2018-07-13;2018;7;2018;28;136
Het Rijk;Rijk;Rijk;Aantal ziekmeldingen;2018-07-14;2018;7;2018;28;14
Het Rijk;Rijk;Rijk;Aantal ziekmeldingen;2018-07-15;2018;7;2018;28;17
Het Rijk;Rijk;Rijk;Aantal ziekmeldingen;2018-07-16;2018;7;2018;29;573
Het Rijk;Rijk;Rijk;Aantal ziekmeldingen;2018-07-17;2018;7;2018;29;315
Het Rijk;Rijk;Rijk;Aantal ziekmeldingen;2018-07-18;2018;7;2018;29;219
Het Rijk;Rijk;Rijk;Aantal ziekmeldingen;2018-07-19;2018;7;2018;29;261
Het Rijk;Rijk;Rijk;Aantal ziekmeldingen;2018-07-20;2018;7;2018;29;127
Het Rijk;Rijk;Rijk;Aantal ziekmeldingen;2018-07-21;2018;7;2018;29;21
Het Rijk;Rijk;Rijk;Aantal ziekmeldingen;2018-07-22;2018;7;2018;29;16
Het Rijk;Rijk;Rijk;Aantal ziekmeldingen;2018-07-23;2018;7;2018;30;476
Het Rijk;Rijk;Rijk;Aantal ziekmeldingen;2018-07-24;2018;7;2018;30;253
Het Rijk;Rijk;Rijk;Aantal ziekmeldingen;2018-07-25;2018;7;2018;30;219
Het Rijk;Rijk;Rijk;Aantal ziekmeldingen;2018-07-26;2018;7;2018;30;187
Het Rijk;Rijk;Rijk;Aantal ziekmeldingen;2018-07-27;2018;7;2018;30;114
Het Rijk;Rijk;Rijk;Aantal ziekmeldingen;2018-07-28;2018;7;2018;30;15
Het Rijk;Rijk;Rijk;Aantal ziekmeldingen;2018-07-29;2018;7;2018;30;15
Het Rijk;Rijk;Rijk;Aantal ziekmeldingen;2018-07-30;2018;7;2018;31;527
Het Rijk;Rijk;Rijk;Aantal ziekmeldingen;2018-07-31;2018;7;2018;31;290
Het Rijk;Rijk;Rijk;Aantal ziekmeldingen;2018-08-01;2018;8;2018;31;190
Het Rijk;Rijk;Rijk;Aantal ziekmeldingen;2018-08-02;2018;8;2018;31;192
Het Rijk;Rijk;Rijk;Aantal ziekmeldingen;2018-08-03;2018;8;2018;31;107
Het Rijk;Rijk;Rijk;Aantal ziekmeldingen;2018-08-04;2018;8;2018;31;8
Het Rijk;Rijk;Rijk;Aantal ziekmeldingen;2018-08-05;2018;8;2018;31;17
Het Rijk;Rijk;Rijk;Aantal ziekmeldingen;2018-08-06;2018;8;2018;32;470
Het Rijk;Rijk;Rijk;Aantal ziekmeldingen;2018-08-07;2018;8;2018;32;265
Het Rijk;Rijk;Rijk;Aantal ziekmeldingen;2018-08-08;2018;8;2018;32;192
Het Rijk;Rijk;Rijk;Aantal ziekmeldingen;2018-08-09;2018;8;2018;32;238
Het Rijk;Rijk;Rijk;Aantal ziekmeldingen;2018-08-10;2018;8;2018;32;123
Het Rijk;Rijk;Rijk;Aantal ziekmeldingen;2018-08-11;2018;8;2018;32;10
Het Rijk;Rijk;Rijk;Aantal ziekmeldingen;2018-08-12;2018;8;2018;32;9
Het Rijk;Rijk;Rijk;Aantal ziekmeldingen;2018-08-13;2018;8;2018;33;564
Het Rijk;Rijk;Rijk;Aantal ziekmeldingen;2018-08-14;2018;8;2018;33;308
Het Rijk;Rijk;Rijk;Aantal ziekmeldingen;2018-08-15;2018;8;2018;33;225
Het Rijk;Rijk;Rijk;Aantal ziekmeldingen;2018-08-16;2018;8;2018;33;244
Het Rijk;Rijk;Rijk;Aantal ziekmeldingen;2018-08-17;2018;8;2018;33;122
Het Rijk;Rijk;Rijk;Aantal ziekmeldingen;2018-08-18;2018;8;2018;33;12
Het Rijk;Rijk;Rijk;Aantal ziekmeldingen;2018-08-19;2018;8;2018;33;17
Het Rijk;Rijk;Rijk;Aantal ziekmeldingen;2018-08-20;2018;8;2018;34;648
Het Rijk;Rijk;Rijk;Aantal ziekmeldingen;2018-08-21;2018;8;2018;34;379
Het Rijk;Rijk;Rijk;Aantal ziekmeldingen;2018-08-22;2018;8;2018;34;234
Het Rijk;Rijk;Rijk;Aantal ziekmeldingen;2018-08-23;2018;8;2018;34;287
Het Rijk;Rijk;Rijk;Aantal ziekmeldingen;2018-08-24;2018;8;2018;34;137
Het Rijk;Rijk;Rijk;Aantal ziekmeldingen;2018-08-25;2018;8;2018;34;18
Het Rijk;Rijk;Rijk;Aantal ziekmeldingen;2018-08-26;2018;8;2018;34;11
Het Rijk;Rijk;Rijk;Aantal ziekmeldingen;2018-08-27;2018;8;2018;35;744
Het Rijk;Rijk;Rijk;Aantal ziekmeldingen;2018-08-28;2018;8;2018;35;422
Het Rijk;Rijk;Rijk;Aantal ziekmeldingen;2018-08-29;2018;8;2018;35;285
Het Rijk;Rijk;Rijk;Aantal ziekmeldingen;2018-08-30;2018;8;2018;35;353
Het Rijk;Rijk;Rijk;Aantal ziekmeldingen;2018-08-31;2018;8;2018;35;168
Het Rijk;Rijk;Rijk;Aantal ziekmeldingen;2018-09-01;2018;9;2018;35;29
Het Rijk;Rijk;Rijk;Aantal ziekmeldingen;2018-09-02;2018;9;2018;35;17
Het Rijk;Rijk;Rijk;Aantal ziekmeldingen;2018-09-03;2018;9;2018;36;783
Het Rijk;Rijk;Rijk;Aantal ziekmeldingen;2018-09-04;2018;9;2018;36;527
Het Rijk;Rijk;Rijk;Aantal ziekmeldingen;2018-09-05;2018;9;2018;36;306
Het Rijk;Rijk;Rijk;Aantal ziekmeldingen;2018-09-06;2018;9;2018;36;371
Het Rijk;Rijk;Rijk;Aantal ziekmeldingen;2018-09-07;2018;9;2018;36;184
Het Rijk;Rijk;Rijk;Aantal ziekmeldingen;2018-09-08;2018;9;2018;36;21
Het Rijk;Rijk;Rijk;Aantal ziekmeldingen;2018-09-09;2018;9;2018;36;15
Het Rijk;Rijk;Rijk;Aantal ziekmeldingen;2018-09-10;2018;9;2018;37;893
Het Rijk;Rijk;Rijk;Aantal ziekmeldingen;2018-09-11;2018;9;2018;37;574
Het Rijk;Rijk;Rijk;Aantal ziekmeldingen;2018-09-12;2018;9;2018;37;361
Het Rijk;Rijk;Rijk;Aantal ziekmeldingen;2018-09-13;2018;9;2018;37;417
Het Rijk;Rijk;Rijk;Aantal ziekmeldingen;2018-09-14;2018;9;2018;37;175
Het Rijk;Rijk;Rijk;Aantal ziekmeldingen;2018-09-15;2018;9;2018;37;21
Het Rijk;Rijk;Rijk;Aantal ziekmeldingen;2018-09-16;2018;9;2018;37;21
Het Rijk;Rijk;Rijk;Aantal ziekmeldingen;2018-09-17;2018;9;2018;38;1007
Het Rijk;Rijk;Rijk;Aantal ziekmeldingen;2018-09-18;2018;9;2018;38;501
Het Rijk;Rijk;Rijk;Aantal ziekmeldingen;2018-09-19;2018;9;2018;38;343
Het Rijk;Rijk;Rijk;Aantal ziekmeldingen;2018-09-20;2018;9;2018;38;482
Het Rijk;Rijk;Rijk;Aantal ziekmeldingen;2018-09-21;2018;9;2018;38;235
Het Rijk;Rijk;Rijk;Aantal ziekmeldingen;2018-09-22;2018;9;2018;38;25
Het Rijk;Rijk;Rijk;Aantal ziekmeldingen;2018-09-23;2018;9;2018;38;14
Het Rijk;Rijk;Rijk;Aantal ziekmeldingen;2018-09-24;2018;9;2018;39;1066
Het Rijk;Rijk;Rijk;Aantal ziekmeldingen;2018-09-25;2018;9;2018;39;627
Het Rijk;Rijk;Rijk;Aantal ziekmeldingen;2018-09-26;2018;9;2018;39;362
Het Rijk;Rijk;Rijk;Aantal ziekmeldingen;2018-09-27;2018;9;2018;39;492
Het Rijk;Rijk;Rijk;Aantal ziekmeldingen;2018-09-28;2018;9;2018;39;214
Het Rijk;Rijk;Rijk;Aantal ziekmeldingen;2018-09-29;2018;9;2018;39;31
Het Rijk;Rijk;Rijk;Aantal ziekmeldingen;2018-09-30;2018;9;2018;39;21
Het Rijk;Rijk;Rijk;Aantal ziekmeldingen;2018-10-01;2018;10;2018;40;1178
Het Rijk;Rijk;Rijk;Aantal ziekmeldingen;2018-10-02;2018;10;2018;40;671
Het Rijk;Rijk;Rijk;Aantal ziekmeldingen;2018-10-03;2018;10;2018;40;405
Het Rijk;Rijk;Rijk;Aantal ziekmeldingen;2018-10-04;2018;10;2018;40;512
Het Rijk;Rijk;Rijk;Aantal ziekmeldingen;2018-10-05;2018;10;2018;40;215
Het Rijk;Rijk;Rijk;Aantal ziekmeldingen;2018-10-06;2018;10;2018;40;25
Het Rijk;Rijk;Rijk;Aantal ziekmeldingen;2018-10-07;2018;10;2018;40;24
Het Rijk;Rijk;Rijk;Aantal ziekmeldingen;2018-10-08;2018;10;2018;41;1136
Het Rijk;Rijk;Rijk;Aantal ziekmeldingen;2018-10-09;2018;10;2018;41;640
Het Rijk;Rijk;Rijk;Aantal ziekmeldingen;2018-10-10;2018;10;2018;41;395
